OriginZip,DestinationZip,num_orders,count_orders,max_orders,avg_volume,max_volume,min_volume
36039,21842,2,1,2,240.0,240.0,240.0
36039,22639,1,1,1,120.0,120.0,120.0
36039,22646,1,1,1,300.0,300.0,300.0
36039,23107,1,1,1,240.0,240.0,240.0
36039,23480,1,1,1,120.0,120.0,120.0
36039,23841,1,1,1,300.0,300.0,300.0
36039,24202,1,1,1,108.0,108.0,108.0
36039,24467,1,1,1,180.0,180.0,180.0
36039,24521,1,1,1,84.0,84.0,84.0
36039,26566,1,1,1,240.0,240.0,240.0
36039,27525,1,1,1,1716.0,1716.0,1716.0
36039,27571,1,1,1,540.0,540.0,540.0
36039,27878,1,1,1,1040.0,1040.0,1040.0
36039,28170,1,1,1,1716.0,1716.0,1716.0
36039,29102,1,1,1,120.0,120.0,120.0
36039,29623,1,1,1,120.0,120.0,120.0
36039,29931,1,1,1,280.0,280.0,280.0
36039,30270,1,1,1,540.0,540.0,540.0
36039,30292,1,1,1,280.0,280.0,280.0
36039,30293,1,1,1,3696.0,3696.0,3696.0
36039,30336,1,1,1,180.0,180.0,180.0
36039,30751,2,1,2,120.0,120.0,120.0
36039,31301,1,1,1,1040.0,1040.0,1040.0
36039,32628,1,1,1,1547.0,1547.0,1547.0
36039,33486,1,1,1,288.0,288.0,288.0
36039,34003,1,1,1,352.0,352.0,352.0
36039,36101,1,1,1,240.0,240.0,240.0
36039,36512,1,1,1,288.0,288.0,288.0
36039,37325,1,1,1,160.0,160.0,160.0
36039,37338,1,1,1,150.0,150.0,150.0
36039,37924,1,1,1,60.0,60.0,60.0
36039,38145,1,1,1,300.0,300.0,300.0
36039,39407,1,1,1,108.0,108.0,108.0
36039,39772,1,1,1,240.0,240.0,240.0
36039,39846,3,1,3,160.0,160.0,160.0
36039,43346,1,1,1,300.0,300.0,300.0
36039,43520,1,1,1,234.0,234.0,234.0
36039,43609,1,1,1,240.0,240.0,240.0
36039,47270,1,1,1,84.0,84.0,84.0
36039,47302,1,1,1,120.0,120.0,120.0
36039,47941,1,1,1,1728.0,1728.0,1728.0
36039,48374,1,1,1,1040.0,1040.0,1040.0
36039,48801,1,1,1,160.0,160.0,160.0
36039,48853,1,1,1,192.0,192.0,192.0
36039,49404,2,1,2,180.0,180.0,180.0
36039,49835,1,1,1,240.0,240.0,240.0
36039,51401,1,1,1,120.0,120.0,120.0
36039,51636,1,1,1,352.0,352.0,352.0
36039,52727,1,1,1,300.0,300.0,300.0
36039,54743,1,1,1,120.0,120.0,120.0
36039,54867,1,1,1,1716.0,1716.0,1716.0
36039,55577,1,1,1,60.0,60.0,60.0
36039,55614,3,1,3,234.0,234.0,234.0
36039,55741,1,1,1,160.0,160.0,160.0
36039,56241,1,1,1,160.0,160.0,160.0
36039,56711,1,1,1,1040.0,1040.0,1040.0
36039,57428,1,1,1,352.0,352.0,352.0
36039,57564,1,1,1,180.0,180.0,180.0
36039,58455,1,1,1,120.0,120.0,120.0
36039,59213,1,1,1,1638.0,1638.0,1638.0
36039,59830,1,1,1,288.0,288.0,288.0
36039,61543,1,1,1,300.0,300.0,300.0
36039,61568,1,1,1,264.0,264.0,264.0
36039,61755,1,1,1,1040.0,1040.0,1040.0
36039,62075,1,1,1,160.0,160.0,160.0
36039,62946,1,1,1,104.0,104.0,104.0
36039,65702,1,1,1,216.0,216.0,216.0
36039,66713,1,1,1,120.0,120.0,120.0
36039,67576,1,1,1,154.0,154.0,154.0
36039,69128,4,1,4,280.0,280.0,280.0
36039,70143,1,1,1,234.0,234.0,234.0
36039,70645,1,1,1,60.0,60.0,60.0
36039,73002,1,1,1,160.0,160.0,160.0
36039,74061,1,1,1,288.0,288.0,288.0
36039,75460,2,1,2,432.0,432.0,432.0
36039,76474,1,1,1,300.0,300.0,300.0
36039,76935,2,1,2,160.0,160.0,160.0
36039,77663,1,1,1,160.0,160.0,160.0
36039,78002,1,1,1,104.0,104.0,104.0
36039,78215,2,1,2,234.0,234.0,234.0
36039,79086,7,1,7,528.0,528.0,528.0
36039,80150,1,1,1,280.0,280.0,280.0
36039,84746,1,1,1,60.0,60.0,60.0
36039,94040,1,1,1,120.0,120.0,120.0
36039,95223,1,1,1,112.0,112.0,112.0
36039,95623,1,1,1,540.0,540.0,540.0
36039,96032,2,1,2,280.0,280.0,280.0
36039,96105,1,1,1,108.0,108.0,108.0
36039,96367,1,1,1,238.0,238.0,238.0
36039,97846,1,1,1,154.0,154.0,154.0
42323,3902,1,1,1,120.0,120.0,120.0
42323,4057,1,1,1,228.0,228.0,228.0
42323,4330,1,1,1,528.0,528.0,528.0
42323,8039,1,1,1,540.0,540.0,540.0
42323,15019,1,1,1,1320.0,1320.0,1320.0
42323,16365,1,1,1,108.0,108.0,108.0
42323,17249,1,1,1,238.0,238.0,238.0
42323,20892,1,1,1,120.0,120.0,120.0
42323,23273,1,1,1,1320.0,1320.0,1320.0
42323,26036,1,1,1,150.0,150.0,150.0
42323,27298,1,1,1,504.0,504.0,504.0
42323,27850,1,1,1,1100.0,1100.0,1100.0
42323,28409,1,1,1,120.0,120.0,120.0
42323,28770,1,1,1,1100.0,1100.0,1100.0
42323,29816,1,1,1,240.0,240.0,240.0
42323,30138,1,1,1,1045.0,1045.0,1045.0
42323,32308,1,1,1,3400.0,3400.0,3400.0
42323,34453,1,1,1,60.0,60.0,60.0
42323,36869,1,1,1,540.0,540.0,540.0
42323,39703,1,1,1,120.0,120.0,120.0
42323,40550,2,1,2,6256.0,6256.0,6256.0
42323,44825,1,1,1,240.0,240.0,240.0
42323,45370,1,1,1,1045.0,1045.0,1045.0
42323,45848,1,1,1,112.0,112.0,112.0
42323,46782,1,1,1,108.0,108.0,108.0
42323,46825,1,1,1,1045.0,1045.0,1045.0
42323,47436,1,1,1,660.0,660.0,660.0
42323,47732,1,1,1,300.0,300.0,300.0
42323,49246,1,1,1,120.0,120.0,120.0
42323,50170,1,1,1,1470.0,1470.0,1470.0
42323,50477,1,1,1,120.0,120.0,120.0
42323,52057,1,1,1,120.0,120.0,120.0
42323,55067,1,1,1,300.0,300.0,300.0
42323,57466,1,1,1,238.0,238.0,238.0
42323,58416,1,1,1,120.0,120.0,120.0
42323,58421,1,1,1,108.0,108.0,108.0
42323,58576,1,1,1,1045.0,1045.0,1045.0
42323,59213,1,1,1,108.0,108.0,108.0
42323,60401,1,1,1,912.0,912.0,912.0
42323,60468,3,1,3,1547.0,1547.0,1547.0
42323,63622,1,1,1,528.0,528.0,528.0
42323,65299,1,1,1,300.0,300.0,300.0
42323,66035,1,1,1,5200.0,5200.0,5200.0
42323,66062,1,1,1,238.0,238.0,238.0
42323,67738,1,1,1,540.0,540.0,540.0
42323,70091,1,1,1,120.0,120.0,120.0
42323,70141,1,1,1,192.0,192.0,192.0
42323,70583,3,1,3,540.0,540.0,540.0
42323,71826,1,1,1,300.0,300.0,300.0
42323,71972,1,1,1,150.0,150.0,150.0
42323,72930,1,1,1,120.0,120.0,120.0
42323,73536,1,1,1,150.0,150.0,150.0
42323,74465,1,1,1,150.0,150.0,150.0
42323,79021,1,1,1,240.0,240.0,240.0
42323,79316,1,1,1,84.0,84.0,84.0
42323,79990,1,1,1,80.0,80.0,80.0
42323,80201,3,1,3,60.0,60.0,60.0
42323,80920,1,1,1,108.0,108.0,108.0
42323,81231,1,1,1,300.0,300.0,300.0
42323,82732,1,1,1,108.0,108.0,108.0
42323,83334,1,1,1,528.0,528.0,528.0
42323,85726,1,1,1,300.0,300.0,300.0
42323,89555,1,1,1,150.0,150.0,150.0
42323,92615,1,1,1,300.0,300.0,300.0
42323,93005,7,1,7,120.0,120.0,120.0
42323,93401,1,1,1,540.0,540.0,540.0
42323,93765,1,1,1,1045.0,1045.0,1045.0
42323,97079,1,1,1,120.0,120.0,120.0
42323,98668,1,1,1,120.0,120.0,120.0
47532,20537,3,1,3,480.0,480.0,480.0
47532,20776,1,1,1,324.0,324.0,324.0
47532,29125,1,1,1,96.0,96.0,96.0
47532,41554,1,1,1,192.0,192.0,192.0
47532,61635,1,1,1,96.0,96.0,96.0
47532,61912,1,1,1,324.0,324.0,324.0
47532,67060,1,1,1,324.0,324.0,324.0
47532,68413,1,1,1,96.0,96.0,96.0
49782,1469,1,1,1,60.0,60.0,60.0
49782,2351,2,1,2,108.0,108.0,108.0
49782,3826,1,1,1,150.0,150.0,150.0
49782,8344,1,1,1,432.0,432.0,432.0
49782,13144,2,1,2,432.0,432.0,432.0
49782,13471,1,1,1,216.0,216.0,216.0
49782,19014,2,1,2,175.0,175.0,175.0
49782,21012,1,1,1,768.0,768.0,768.0
49782,21014,1,1,1,120.0,120.0,120.0
49782,22851,1,1,1,240.0,240.0,240.0
49782,24531,1,1,1,60.0,60.0,60.0
49782,24580,1,1,1,160.0,160.0,160.0
49782,28203,1,1,1,108.0,108.0,108.0
49782,29583,1,1,1,160.0,160.0,160.0
49782,36360,1,1,1,300.0,300.0,300.0
49782,37044,1,1,1,280.0,280.0,280.0
49782,37391,2,1,2,160.0,160.0,160.0
49782,39348,4,1,4,60.0,60.0,60.0
49782,42079,1,1,1,160.0,160.0,160.0
49782,43342,1,1,1,216.0,216.0,216.0
49782,44234,1,1,1,240.0,240.0,240.0
49782,49835,1,1,1,768.0,768.0,768.0
49782,49931,1,1,1,216.0,216.0,216.0
49782,50144,1,1,1,240.0,240.0,240.0
49782,52647,1,1,1,120.0,120.0,120.0
49782,54470,1,1,1,280.0,280.0,280.0
49782,58109,1,1,1,160.0,160.0,160.0
49782,60176,1,1,1,216.0,216.0,216.0
49782,61039,1,1,1,300.0,300.0,300.0
49782,72068,1,1,1,216.0,216.0,216.0
49782,72316,2,1,2,60.0,60.0,60.0
49782,74345,1,1,1,280.0,280.0,280.0
49782,76402,1,1,1,1040.0,1040.0,1040.0
49782,76569,3,2,2,84.0,108.0,60.0
49782,78501,2,1,2,150.0,150.0,150.0
49782,78676,1,1,1,216.0,216.0,216.0
49782,85654,1,1,1,280.0,280.0,280.0
49782,88548,1,1,1,120.0,120.0,120.0
49782,89501,1,1,1,504.0,504.0,504.0
49782,91106,1,1,1,150.0,150.0,150.0
49782,92702,1,1,1,108.0,108.0,108.0
49782,93561,1,1,1,108.0,108.0,108.0
49782,93711,1,1,1,60.0,60.0,60.0
49782,95914,1,1,1,60.0,60.0,60.0
49782,98614,4,1,4,120.0,120.0,120.0
49782,99037,1,1,1,280.0,280.0,280.0
49782,99685,1,1,1,216.0,216.0,216.0
52035,4055,1,1,1,32.0,32.0,32.0
52035,12033,1,1,1,54.0,54.0,54.0
52035,19178,1,1,1,54.0,54.0,54.0
52035,19606,1,1,1,54.0,54.0,54.0
52035,24236,1,1,1,176.0,176.0,176.0
52035,33511,3,1,3,54.0,54.0,54.0
52035,36456,1,1,1,130.0,130.0,130.0
52035,44105,1,1,1,32.0,32.0,32.0
52035,46039,1,1,1,54.0,54.0,54.0
52035,59482,1,1,1,130.0,130.0,130.0
52035,66420,1,1,1,54.0,54.0,54.0
52035,69190,1,1,1,130.0,130.0,130.0
52035,70580,1,1,1,108.0,108.0,108.0
52035,70583,1,1,1,54.0,54.0,54.0
52035,70612,1,1,1,130.0,130.0,130.0
52035,87114,1,1,1,54.0,54.0,54.0
52035,95150,2,1,2,54.0,54.0,54.0
52035,95160,1,1,1,54.0,54.0,54.0
52035,99720,1,1,1,54.0,54.0,54.0
56239,2562,1,1,1,108.0,108.0,108.0
56239,9714,1,1,1,300.0,300.0,300.0
56239,9727,1,1,1,300.0,300.0,300.0
56239,21601,1,1,1,60.0,60.0,60.0
56239,24724,1,1,1,504.0,504.0,504.0
56239,28589,1,1,1,150.0,150.0,150.0
56239,39183,1,1,1,60.0,60.0,60.0
56239,45879,1,1,1,108.0,108.0,108.0
56239,47371,1,1,1,60.0,60.0,60.0
56239,49727,1,1,1,150.0,150.0,150.0
56239,53288,1,1,1,150.0,150.0,150.0
56239,53944,1,1,1,108.0,108.0,108.0
56239,62477,1,1,1,300.0,300.0,300.0
56239,63077,1,1,1,60.0,60.0,60.0
56239,68434,1,1,1,154.0,154.0,154.0
56239,68930,2,1,2,150.0,150.0,150.0
56239,70054,1,1,1,108.0,108.0,108.0
56239,71275,1,1,1,120.0,120.0,120.0
56239,74901,1,1,1,240.0,240.0,240.0
56239,75904,1,1,1,150.0,150.0,150.0
56239,79329,1,1,1,120.0,120.0,120.0
56239,80454,1,1,1,150.0,150.0,150.0
56239,93662,1,1,1,150.0,150.0,150.0
56239,99706,1,1,1,60.0,60.0,60.0
58043,23321,1,1,1,238.0,238.0,238.0
58043,29075,1,1,1,300.0,300.0,300.0
58043,31750,1,1,1,108.0,108.0,108.0
58043,46795,1,1,1,238.0,238.0,238.0
58043,54625,1,1,1,60.0,60.0,60.0
61341,4951,1,1,1,60.0,60.0,60.0
61341,28776,1,1,1,108.0,108.0,108.0
61341,29401,1,1,1,60.0,60.0,60.0
61341,30302,1,1,1,540.0,540.0,540.0
61341,37662,1,1,1,150.0,150.0,150.0
61341,39703,1,1,1,238.0,238.0,238.0
61341,45250,1,1,1,60.0,60.0,60.0
61341,49239,1,1,1,455.0,455.0,455.0
61341,49615,1,1,1,300.0,300.0,300.0
61341,61064,1,1,1,120.0,120.0,120.0
61341,61543,1,1,1,60.0,60.0,60.0
61341,61810,2,1,2,240.0,240.0,240.0
61341,64015,1,1,1,540.0,540.0,540.0
61341,64057,1,1,1,240.0,240.0,240.0
61341,74130,1,1,1,120.0,120.0,120.0
61341,75126,1,1,1,1287.0,1287.0,1287.0
61341,77045,1,1,1,1040.0,1040.0,1040.0
61341,77902,1,1,1,60.0,60.0,60.0
61341,78670,1,1,1,540.0,540.0,540.0
61341,81021,1,1,1,150.0,150.0,150.0
61341,90046,1,1,1,150.0,150.0,150.0
61341,93150,2,1,2,540.0,540.0,540.0
61341,95061,1,1,1,300.0,300.0,300.0
61341,95620,1,1,1,1950.0,1950.0,1950.0
61341,97343,1,1,1,60.0,60.0,60.0
67361,12808,1,1,1,60.0,60.0,60.0
67361,17777,1,1,1,432.0,432.0,432.0
67361,25520,1,1,1,120.0,120.0,120.0
67361,29593,1,1,1,60.0,60.0,60.0
67361,39116,1,1,1,108.0,108.0,108.0
67361,43067,1,1,1,300.0,300.0,300.0
67361,45224,1,1,1,240.0,240.0,240.0
67361,46127,1,1,1,300.0,300.0,300.0
67361,46725,1,1,1,150.0,150.0,150.0
67361,50947,1,1,1,120.0,120.0,120.0
67361,54734,1,1,1,108.0,108.0,108.0
67361,57321,1,1,1,8000.0,8000.0,8000.0
67361,60476,1,1,1,60.0,60.0,60.0
67361,63105,2,1,2,238.0,238.0,238.0
67361,73571,1,1,1,238.0,238.0,238.0
67361,83653,1,1,1,108.0,108.0,108.0
67361,92056,1,1,1,108.0,108.0,108.0
67361,95865,1,1,1,108.0,108.0,108.0
68658,66010,1,1,1,1980.0,1980.0,1980.0
68658,93777,1,1,1,1980.0,1980.0,1980.0
68840,98144,1,1,1,60.0,60.0,60.0
69027,2746,1,1,1,42.0,42.0,42.0
69027,10309,1,1,1,42.0,42.0,42.0
69027,95454,1,1,1,42.0,42.0,42.0
69027,98031,1,1,1,1536.0,1536.0,1536.0
70010,78332,1,1,1,150.0,150.0,150.0
70010,93435,1,1,1,108.0,108.0,108.0
70010,95923,1,1,1,150.0,150.0,150.0
72070,33960,1,1,1,64.0,64.0,64.0
72070,44416,2,1,2,216.0,216.0,216.0
83708,2120,1,1,1,120.0,120.0,120.0
83708,5671,1,1,1,504.0,504.0,504.0
83708,12473,1,1,1,240.0,240.0,240.0
83708,38063,1,1,1,1547.0,1547.0,1547.0
83708,62363,1,1,1,504.0,504.0,504.0
83708,62942,1,1,1,494.0,494.0,494.0
83708,68790,1,1,1,1547.0,1547.0,1547.0
83708,85632,1,1,1,300.0,300.0,300.0
83708,91605,1,1,1,240.0,240.0,240.0
83708,94543,1,1,1,5200.0,5200.0,5200.0
83708,99156,1,1,1,1547.0,1547.0,1547.0
87056,9086,2,1,2,240.0,240.0,240.0
87056,12018,2,1,2,234.0,234.0,234.0
87056,29565,1,1,1,352.0,352.0,352.0
87056,58056,4,1,4,238.0,238.0,238.0
87056,81301,2,1,2,154.0,154.0,154.0
87056,83405,3,1,3,234.0,234.0,234.0
87056,91942,1,1,1,60.0,60.0,60.0
89137,1090,1,1,1,540.0,540.0,540.0
89137,2346,1,1,1,108.0,108.0,108.0
89137,12106,1,1,1,108.0,108.0,108.0
89137,15377,1,1,1,300.0,300.0,300.0
89137,21866,1,1,1,150.0,150.0,150.0
89137,24088,1,1,1,108.0,108.0,108.0
89137,24202,1,1,1,108.0,108.0,108.0
89137,25134,1,1,1,60.0,60.0,60.0
89137,27813,1,1,1,108.0,108.0,108.0
89137,28571,1,1,1,605.0,605.0,605.0
89137,29126,1,1,1,2304.0,2304.0,2304.0
89137,33064,1,1,1,108.0,108.0,108.0
89137,33646,1,1,1,120.0,120.0,120.0
89137,37189,1,1,1,108.0,108.0,108.0
89137,42461,1,1,1,60.0,60.0,60.0
89137,43540,1,1,1,60.0,60.0,60.0
89137,43605,1,1,1,60.0,60.0,60.0
89137,45870,1,1,1,108.0,108.0,108.0
89137,47263,1,1,1,108.0,108.0,108.0
89137,48264,1,1,1,60.0,60.0,60.0
89137,50170,1,1,1,108.0,108.0,108.0
89137,51591,1,1,1,108.0,108.0,108.0
89137,55128,1,1,1,60.0,60.0,60.0
89137,56096,1,1,1,150.0,150.0,150.0
89137,56169,1,1,1,120.0,120.0,120.0
89137,57046,1,1,1,108.0,108.0,108.0
89137,58071,1,1,1,108.0,108.0,108.0
89137,61928,1,1,1,108.0,108.0,108.0
89137,62515,1,1,1,108.0,108.0,108.0
89137,64187,1,1,1,108.0,108.0,108.0
89137,65543,1,1,1,60.0,60.0,60.0
89137,77262,1,1,1,1040.0,1040.0,1040.0
89137,77417,3,1,3,240.0,240.0,240.0
89137,83287,1,1,1,108.0,108.0,108.0
89137,84071,1,1,1,120.0,120.0,120.0
89137,86320,1,1,1,154.0,154.0,154.0
89137,90023,1,1,1,108.0,108.0,108.0
89137,94151,1,1,1,120.0,120.0,120.0
89137,95564,1,1,1,108.0,108.0,108.0
90061,4450,1,1,1,160.0,160.0,160.0
90061,4468,1,1,1,120.0,120.0,120.0
90061,5736,1,1,1,108.0,108.0,108.0
90061,7060,1,1,1,240.0,240.0,240.0
90061,14069,1,1,1,1950.0,1950.0,1950.0
90061,14416,4,1,4,120.0,120.0,120.0
90061,14706,1,1,1,120.0,120.0,120.0
90061,14812,1,1,1,540.0,540.0,540.0
90061,15434,1,1,1,120.0,120.0,120.0
90061,15437,1,1,1,240.0,240.0,240.0
90061,16115,1,1,1,108.0,108.0,108.0
90061,16502,2,1,2,1040.0,1040.0,1040.0
90061,21543,1,1,1,108.0,108.0,108.0
90061,21710,1,1,1,160.0,160.0,160.0
90061,22572,2,1,2,300.0,300.0,300.0
90061,22909,1,1,1,300.0,300.0,300.0
90061,26062,1,1,1,160.0,160.0,160.0
90061,27541,1,1,1,108.0,108.0,108.0
90061,28309,1,1,1,1040.0,1040.0,1040.0
90061,29601,6,1,6,150.0,150.0,150.0
90061,33868,1,1,1,120.0,120.0,120.0
90061,41649,1,1,1,60.0,60.0,60.0
90061,43203,1,1,1,108.0,108.0,108.0
90061,46769,1,1,1,120.0,120.0,120.0
90061,46787,1,1,1,280.0,280.0,280.0
90061,49130,1,1,1,160.0,160.0,160.0
90061,50072,1,1,1,150.0,150.0,150.0
90061,50307,1,1,1,300.0,300.0,300.0
90061,53222,1,1,1,108.0,108.0,108.0
90061,58256,1,1,1,150.0,150.0,150.0
90061,58750,1,1,1,120.0,120.0,120.0
90061,59537,2,1,2,108.0,108.0,108.0
90061,66035,1,1,1,120.0,120.0,120.0
90061,67550,1,1,1,540.0,540.0,540.0
90061,72729,1,1,1,240.0,240.0,240.0
90061,74964,1,1,1,120.0,120.0,120.0
90061,80128,1,1,1,1040.0,1040.0,1040.0
90061,84729,1,1,1,240.0,240.0,240.0
90061,84751,1,1,1,300.0,300.0,300.0
90061,97077,1,1,1,300.0,300.0,300.0
90061,98138,1,1,1,120.0,120.0,120.0
94043,47728,1,1,1,96.0,96.0,96.0
94043,56161,1,1,1,60.0,60.0,60.0
98253,7831,2,1,2,154.0,154.0,154.0
98253,12107,1,1,1,180.0,180.0,180.0
98253,21087,1,1,1,576.0,576.0,576.0
98253,44721,1,1,1,357.0,357.0,357.0
98253,54936,1,1,1,154.0,154.0,154.0
98253,70596,1,1,1,357.0,357.0,357.0
98253,99158,1,1,1,130.0,130.0,130.0
